record_date,farm_id,animal_id,breed,age_years,lactation_number,days_in_milk,previous_mastitis_history,vaccinated,chronic_disease_flag,latitude,longitude,environment_area,ambient_temperature_c,relative_humidity_pct,temperature_humidity_index,surface_moisture_pct,hygiene_score_0_100,ventilation_score_0_100,manure_contamination_score_0_100,teat_cleanliness_score_0_100,milking_hygiene_score_0_100,post_milking_teat_dip,milking_interval_h,feed_intake_kg_day,water_intake_l_day,environment_total_mastitis_pathogen_load_log10,S_aureus_load_log10_cfu_equiv,S_uberis_load_log10_cfu_equiv,E_coli_load_log10_cfu_equiv,K_pneumoniae_load_log10_cfu_equiv,S_agalactiae_load_log10_cfu_equiv,dominant_environment_pathogen,dominant_pathogen_relative_abundance_pct,milk_yield_kg_day,milk_scc_cells_per_ml,milk_conductivity_mS_cm,milk_pH,milk_temperature_c,milk_fat_pct,milk_protein_pct,milk_lactose_pct,cmt_score_0_3,body_temperature_c,udder_surface_temperature_c,activity_score,rumination_min_day,blood_wbc_10e9_per_l,clinical_mastitis_now,synthetic_risk_score_pct,mastitis_risk_category,mastitis_in_next_7d,mastitis_in_next_14d,days_to_synthetic_event
2026-01-24,F23,2,HF_cross,4.0,3,43,0,0,0,11.80735,78.22701,milking_parlor,27.87,75.78,78.91,12.37,78.23,61.89,3.75,83.32,100.0,1,10.6,8.9,42.61,4.874,4.422,3.567,4.177,3.856,4.351,S_aureus,35.35,16.06,112338,4.139,6.689,36.89,4.12,3.24,4.63,1,38.65,34.4,96.2,330.8,8.98,0,4.5,No_Risk,0,0,
2026-01-25,F23,2,HF_cross,4.0,3,44,0,0,0,11.80735,78.22701,bedding,30.13,82.06,83.41,37.52,50.14,61.43,56.74,65.95,57.7,1,10.79,7.01,53.81,6.347,4.493,5.502,5.926,6.011,3.944,K_pneumoniae,46.07,16.34,132130,3.917,6.629,36.83,4.18,3.1,4.7,0,38.49,34.11,104.0,466.6,8.49,0,66.9,Moderate,0,0,
2026-01-26,F23,2,HF_cross,4.0,3,45,0,0,0,11.80735,78.22701,external_road,33.9,64.88,86.18,22.26,73.82,77.12,18.39,86.61,94.02,0,6.77,7.44,53.27,4.948,4.602,4.022,4.343,4.087,3.6,S_aureus,45.07,15.92,146843,4.107,6.648,37.08,3.96,3.14,4.65,0,38.49,34.54,96.8,491.0,7.18,0,7.68,No_Risk,0,0,
2026-01-27,F23,2,HF_cross,4.0,3,46,0,0,0,11.80735,78.22701,water_trough,25.36,85.49,76.07,69.96,39.93,54.0,77.56,47.57,54.51,1,7.79,7.87,36.81,7.0,4.947,5.516,6.278,6.882,4.76,K_pneumoniae,76.29,16.96,134681,4.272,6.631,36.67,3.93,3.22,4.67,1,38.42,34.03,97.4,452.7,7.14,0,84.74,High,0,0,
2026-01-28,F23,2,HF_cross,4.0,3,47,0,0,0,11.80735,78.22701,bedding,27.36,79.29,78.56,34.22,52.83,63.27,52.59,58.33,66.66,0,8.18,4.94,56.47,6.028,5.224,5.282,5.117,5.749,4.146,K_pneumoniae,52.72,16.77,222779,4.083,6.701,37.2,3.84,3.11,4.7,0,38.29,33.86,92.1,479.3,8.46,0,49.78,Moderate,0,0,
2026-01-29,F23,2,HF_cross,4.0,3,48,0,0,0,11.80735,78.22701,bedding,29.62,66.1,80.16,30.82,46.82,76.33,49.12,44.77,72.81,1,6.9,8.14,45.53,5.889,4.4,5.022,5.62,5.339,3.986,E_coli,53.79,16.05,169310,4.158,6.658,36.86,3.86,3.26,4.66,0,38.54,33.7,103.3,474.2,9.31,0,47.05,Moderate,0,0,
2026-01-30,F23,2,HF_cross,4.0,3,49,0,0,0,11.80735,78.22701,pasture,27.16,69.83,77.04,38.43,84.31,70.56,8.21,93.76,91.37,1,8.54,6.3,42.1,5.27,4.028,4.969,4.453,4.615,4.11,S_uberis,49.96,15.65,58502,4.06,6.657,36.83,3.87,3.16,4.78,0,38.46,34.28,104.6,428.2,7.03,0,11.54,No_Risk,0,0,
2026-01-31,F23,2,HF_cross,4.0,3,50,0,0,0,11.80735,78.22701,soil,28.67,69.81,79.29,21.47,73.8,70.19,21.79,66.37,83.82,1,8.81,7.65,45.93,4.948,4.075,4.635,3.961,4.266,3.776,S_uberis,48.7,15.88,37088,4.095,6.713,36.83,3.71,3.26,4.91,0,38.55,34.91,92.9,499.3,7.93,0,8.8,No_Risk,0,0,
2026-02-01,F23,2,HF_cross,4.0,3,51,0,0,0,11.80735,78.22701,external_road,32.89,67.75,85.24,7.03,71.14,74.1,26.49,55.32,70.81,1,9.2,6.99,54.37,4.553,3.979,3.58,3.918,4.013,3.582,K_pneumoniae,28.84,16.11,77271,4.019,6.647,37.02,4.05,3.19,4.75,0,38.6,34.0,95.3,480.0,9.05,0,6.54,No_Risk,0,0,
2026-02-02,F23,2,HF_cross,4.0,3,52,0,0,0,11.80735,78.22701,pasture,29.76,86.79,83.54,28.97,75.67,64.27,18.74,61.43,83.64,0,8.93,7.77,51.69,5.299,4.728,4.918,4.44,4.412,3.972,S_uberis,41.6,15.6,226525,4.064,6.668,37.06,3.61,3.48,4.92,0,38.44,33.96,96.7,495.4,8.05,0,15.73,No_Risk,0,0,
2026-02-03,F23,2,HF_cross,4.0,3,53,0,0,0,11.80735,78.22701,bedding,30.68,92.43,85.99,20.7,73.6,68.65,14.64,72.64,81.51,1,7.99,6.92,45.65,5.442,4.3,4.822,4.917,4.826,4.614,E_coli,29.81,15.33,101289,4.0,6.619,36.72,3.29,3.19,4.79,0,38.51,33.67,102.2,485.1,8.59,0,21.31,Low,0,0,
2026-02-04,F23,2,HF_cross,4.0,3,54,0,0,0,11.80735,78.22701,milking_parlor,33.12,72.28,86.42,22.85,68.5,74.01,28.16,66.75,84.2,1,6.77,7.01,45.53,5.201,4.695,4.422,4.197,4.716,4.183,K_pneumoniae,32.72,14.83,74711,3.866,6.674,36.95,3.55,3.19,4.75,0,38.49,33.95,97.0,539.2,8.26,0,15.88,No_Risk,0,0,
2026-02-05,F23,2,HF_cross,4.0,3,55,0,0,0,11.80735,78.22701,external_waste_area,25.57,80.21,75.81,42.37,10.32,73.96,86.09,19.89,68.81,1,7.93,7.34,41.37,6.33,4.17,4.907,5.752,6.165,4.1,K_pneumoniae,68.49,15.75,193258,3.956,6.714,37.16,3.72,3.29,4.77,0,38.43,34.51,92.2,446.7,7.19,0,70.13,High,0,0,
2026-02-06,F23,2,HF_cross,4.0,3,56,0,0,0,11.80735,78.22701,traffic_lane,29.93,74.91,81.98,9.83,64.66,67.23,21.52,47.11,79.99,1,7.14,7.85,47.13,4.719,3.873,4.28,3.99,3.975,3.82,S_uberis,36.42,16.05,68054,3.967,6.635,37.12,3.45,3.07,4.58,0,38.41,34.38,100.6,447.1,7.55,0,6.2,No_Risk,0,0,
2026-02-07,F23,2,HF_cross,4.0,3,57,0,0,0,11.80735,78.22701,soil,27.36,73.1,77.77,40.36,52.41,77.84,36.25,54.6,73.04,1,8.03,6.04,59.41,5.477,4.52,5.116,4.798,4.74,4.27,S_uberis,43.53,15.28,178448,3.946,6.638,36.95,3.79,3.09,4.78,0,38.68,33.6,92.6,469.7,7.63,0,22.6,Low,0,0,
2026-02-08,F23,2,HF_cross,4.0,3,58,0,0,0,11.80735,78.22701,milking_parlor,27.38,78.88,78.54,7.49,60.04,68.1,21.13,76.02,95.24,1,9.25,7.19,43.27,4.554,3.779,3.777,3.909,3.69,4.033,S_agalactiae,30.12,15.37,114516,4.005,6.613,36.79,3.74,3.25,4.81,0,38.68,35.07,103.0,445.6,8.68,0,3.94,No_Risk,0,0,
2026-02-09,F23,2,HF_cross,4.0,3,59,0,0,0,11.80735,78.22701,external_waste_area,26.11,75.01,76.07,40.62,12.85,77.79,92.2,14.1,63.19,1,9.04,5.83,44.6,6.579,4.277,4.496,6.225,6.31,4.274,K_pneumoniae,53.89,14.91,128604,3.886,6.58,37.03,4.02,3.24,4.61,0,38.56,33.96,95.8,413.0,9.59,0,80.55,High,0,0,
2026-01-01,F16,3,Gir_cross,5.9,1,20,0,1,0,9.60437,78.17353,milking_parlor,24.0,74.0,72.71,1.0,81.13,77.83,7.23,75.9,94.27,1,7.23,5.2,39.83,4.362,3.878,2.875,3.368,3.76,3.821,S_aureus,32.8,8.35,52655,4.067,6.666,36.93,3.59,3.23,4.86,0,38.65,34.01,115.4,523.2,8.09,0,2.38,No_Risk,0,0,
2026-01-02,F16,3,Gir_cross,5.9,1,21,0,1,0,9.60437,78.17353,traffic_lane,33.59,68.65,86.44,24.96,53.28,57.38,29.33,44.51,74.77,1,8.18,8.6,61.24,5.398,4.324,4.996,4.96,4.092,4.417,S_uberis,39.67,10.14,136116,3.963,6.615,37.05,3.86,2.99,4.73,0,38.27,34.64,103.4,416.8,9.64,0,18.99,No_Risk,0,0,
2026-01-03,F16,3,Gir_cross,5.9,1,22,0,1,0,9.60437,78.17353,feed_area,27.3,72.48,77.59,21.12,62.55,68.76,27.21,60.98,84.72,0,6.94,7.81,50.14,5.129,4.807,4.295,4.237,4.416,3.87,S_aureus,47.61,9.42,132927,4.342,6.655,37.19,3.59,3.17,4.75,0,38.43,34.56,98.3,462.1,9.02,0,9.86,No_Risk,0,0,
2026-01-04,F16,3,Gir_cross,5.9,1,23,0,1,0,9.60437,78.17353,bedding,29.49,84.4,82.73,15.95,48.43,66.87,31.13,54.87,74.03,1,6.53,6.4,57.58,5.304,3.896,4.693,4.501,5.018,3.899,K_pneumoniae,51.83,9.87,167316,4.042,6.636,36.74,3.9,3.29,4.81,0,38.46,33.85,94.0,496.8,8.6,0,27.93,Low,0,0,
2026-01-05,F16,3,Gir_cross,5.9,1,24,0,1,0,9.60437,78.17353,bedding,28.07,77.53,79.46,23.05,53.39,60.72,24.26,43.98,86.9,1,7.74,7.23,54.0,5.401,3.93,4.914,4.777,4.919,4.272,K_pneumoniae,32.91,9.67,109315,4.181,6.647,37.03,4.05,3.32,4.8,0,38.38,33.72,93.5,424.8,7.52,0,20.48,Low,0,0,
2026-01-06,F16,3,Gir_cross,5.9,1,25,0,1,0,9.60437,78.17353,bedding,26.06,83.47,76.99,38.94,49.45,58.19,46.62,53.15,70.34,1,8.56,7.31,52.63,6.021,4.636,5.131,5.661,5.599,4.167,E_coli,43.7,8.6,79685,4.08,6.691,37.0,3.7,3.37,4.82,0,38.59,34.35,100.8,474.4,8.61,0,56.04,Moderate,0,0,
2026-01-07,F16,3,Gir_cross,5.9,1,26,0,1,0,9.60437,78.17353,bedding,24.44,75.32,73.51,25.11,64.43,63.63,28.54,57.0,87.18,1,8.82,8.67,50.38,5.532,3.853,4.807,4.888,5.267,3.852,K_pneumoniae,54.31,8.99,73566,3.942,6.63,37.05,4.02,3.19,4.72,0,38.5,34.08,105.5,499.7,6.29,0,21.39,Low,0,0,
2026-01-08,F16,3,Gir_cross,5.9,1,27,0,1,0,9.60437,78.17353,traffic_lane,32.55,78.16,86.63,12.02,64.44,73.44,13.76,79.59,89.3,1,8.84,6.74,49.17,4.635,3.675,4.12,3.722,3.979,4.017,S_uberis,30.58,9.55,140524,3.859,6.645,37.01,3.67,3.34,4.7,0,38.35,34.34,113.1,514.0,8.49,0,5.59,No_Risk,0,0,
2026-01-09,F16,3,Gir_cross,5.9,1,28,0,1,0,9.60437,78.17353,manure_area,30.86,86.26,85.29,51.6,0.0,64.05,100.0,4.23,57.14,1,7.53,8.23,59.81,7.106,4.675,5.162,6.595,6.933,4.821,K_pneumoniae,67.15,8.59,119281,4.063,6.637,36.96,3.91,3.27,4.81,0,38.6,33.99,98.4,505.7,6.44,0,92.05,High,0,0,
2026-01-10,F16,3,Gir_cross,5.9,1,29,0,1,0,9.60437,78.17353,bedding,28.0,85.61,80.45,9.47,43.68,62.05,38.41,53.69,68.71,1,7.29,7.61,46.67,5.305,4.146,4.284,4.611,5.083,3.815,K_pneumoniae,60.07,8.9,130548,4.037,6.677,37.18,3.64,3.25,4.59,0,38.44,34.75,107.6,461.1,8.81,0,26.34,Low,0,0,
2026-01-11,F16,3,Gir_cross,5.9,1,30,0,1,0,9.60437,78.17353,milking_parlor,27.01,61.74,75.8,20.31,85.87,64.98,1.03,78.32,100.0,0,7.97,6.96,46.91,5.272,5.013,4.166,4.337,3.892,4.598,S_aureus,55.17,8.44,89889,4.05,6.661,36.95,3.43,3.26,4.94,0,38.79,34.44,86.6,463.1,8.39,0,5.29,No_Risk,0,0,
2026-01-12,F16,3,Gir_cross,5.9,1,31,0,1,0,9.60437,78.17353,soil,28.43,68.42,78.74,16.99,48.51,78.26,42.9,37.26,74.89,0,8.33,8.11,45.38,5.225,4.465,4.95,4.248,4.419,3.764,S_uberis,53.03,9.01,79159,4.058,6.691,37.01,3.65,3.16,4.91,0,38.58,34.19,104.4,464.8,6.57,0,18.95,No_Risk,0,0,
2026-01-13,F16,3,Gir_cross,5.9,1,32,0,1,0,9.60437,78.17353,pasture,33.52,69.83,86.56,29.86,71.43,76.91,16.4,56.24,100.0,1,7.3,6.84,54.81,5.238,3.857,4.949,4.468,4.62,3.777,S_uberis,51.35,8.76,142546,3.952,6.649,37.4,3.88,3.29,4.81,0,38.67,34.4,99.3,502.2,8.03,0,9.4,No_Risk,0,0,
2026-01-14,F16,3,Gir_cross,5.9,1,33,0,1,0,9.60437,78.17353,feed_area,27.01,69.11,76.72,27.04,81.99,64.06,4.14,84.06,84.51,1,7.44,7.67,44.07,5.082,3.995,4.699,3.834,4.609,4.125,S_uberis,41.45,9.2,63711,4.103,6.622,36.87,3.89,3.07,4.78,0,38.56,34.37,101.2,459.6,9.84,0,6.94,No_Risk,0,0,
2026-01-15,F16,3,Gir_cross,5.9,1,34,0,1,0,9.60437,78.17353,feed_area,26.88,78.76,77.73,19.92,83.97,70.31,9.27,100.0,87.43,1,6.01,8.04,43.48,4.924,3.932,4.29,4.172,4.304,4.322,S_agalactiae,24.98,8.96,95139,3.823,6.663,36.88,3.92,3.12,4.9,0,38.52,34.49,102.4,451.7,7.71,0,6.18,No_Risk,0,0,
2026-01-16,F16,3,Gir_cross,5.9,1,35,0,1,0,9.60437,78.17353,water_trough,29.79,82.98,83.0,65.88,49.67,69.88,66.16,41.64,67.37,1,6.12,7.36,60.99,6.748,4.188,5.409,6.196,6.571,4.519,K_pneumoniae,66.53,8.95,80368,3.98,6.603,37.03,3.74,3.23,4.77,0,38.58,33.84,93.1,448.8,5.91,0,73.03,High,0,0,
2026-01-17,F16,3,Gir_cross,5.9,1,36,0,1,0,9.60437,78.17353,water_trough,23.31,75.98,71.82,65.39,60.34,64.57,47.56,55.76,63.84,0,8.24,8.1,35.72,6.403,4.934,5.112,6.104,6.013,4.1,E_coli,50.22,9.43,164633,4.069,6.621,36.9,3.9,3.42,4.78,0,38.52,33.78,104.3,453.3,8.71,0,64.19,Moderate,0,0,
2026-01-18,F16,3,Gir_cross,5.9,1,37,0,1,0,9.60437,78.17353,bedding,31.46,75.26,84.41,28.3,50.57,59.39,42.05,42.32,87.01,1,6.82,6.05,50.08,5.948,4.018,5.266,5.454,5.602,3.944,K_pneumoniae,45.04,8.66,92959,4.074,6.622,36.91,3.5,3.17,4.67,0,38.33,33.96,99.2,479.5,8.59,0,45.86,Moderate,0,0,
2026-01-19,F16,3,Gir_cross,5.9,1,38,0,1,0,9.60437,78.17353,bedding,28.61,81.39,80.86,31.5,48.39,60.59,49.38,51.43,68.79,1,7.38,8.08,44.1,5.845,4.202,5.129,5.162,5.596,3.957,K_pneumoniae,56.43,9.2,189770,4.004,6.658,37.06,3.41,3.05,4.75,0,38.3,34.68,108.6,493.1,8.21,0,42.57,Low,0,0,
2026-01-20,F16,3,Gir_cross,5.9,1,39,0,1,0,9.60437,78.17353,external_road,30.1,62.42,80.28,1.0,83.69,69.63,0.0,65.34,97.38,1,7.85,6.25,54.41,4.183,3.382,3.317,3.497,3.774,3.226,K_pneumoniae,38.98,8.77,61729,4.182,6.663,36.94,3.86,3.33,4.88,0,38.68,34.17,111.5,493.8,8.86,0,1.99,No_Risk,0,0,
2026-01-21,F16,3,Gir_cross,5.9,1,40,0,1,0,9.60437,78.17353,manure_area,32.72,81.63,87.53,39.97,34.04,66.24,70.95,35.7,63.1,0,5.24,6.72,61.99,6.483,5.178,5.22,5.473,6.383,4.054,K_pneumoniae,79.43,8.98,92190,4.051,6.619,36.99,3.93,3.28,4.74,0,38.41,34.25,95.8,492.9,8.49,0,72.66,High,0,0,
2026-01-22,F16,3,Gir_cross,5.9,1,41,0,1,0,9.60437,78.17353,external_road,29.11,50.75,77.16,17.91,76.71,87.39,6.46,90.9,96.84,1,7.6,4.96,47.96,4.618,3.734,3.709,4.003,4.276,3.3,K_pneumoniae,45.51,9.0,106879,4.011,6.633,37.01,3.86,3.1,4.68,0,38.56,34.27,115.5,469.0,8.02,0,3.62,No_Risk,0,0,
2026-01-23,F16,3,Gir_cross,5.9,1,42,0,1,0,9.60437,78.17353,bedding,29.2,83.7,82.15,43.68,54.3,68.84,55.03,53.89,69.57,0,8.38,6.37,47.44,6.219,4.753,5.472,5.596,5.948,4.314,K_pneumoniae,53.62,8.62,99658,4.141,6.625,37.01,3.86,3.38,4.76,0,38.56,34.11,101.1,468.4,7.15,0,53.19,Moderate,0,0,
2026-01-24,F16,3,Gir_cross,5.9,1,43,0,1,0,9.60437,78.17353,bedding,34.57,71.63,88.51,33.89,51.69,93.44,38.12,54.09,72.03,0,7.59,7.79,60.3,6.09,4.365,5.103,5.541,5.853,4.3,K_pneumoniae,57.92,8.65,85346,3.944,6.673,36.89,3.62,3.32,4.68,0,38.5,34.57,94.0,461.0,6.51,0,50.94,Moderate,0,0,
2026-01-25,F16,3,Gir_cross,5.9,1,44,0,1,0,9.60437,78.17353,bedding,31.0,97.49,87.39,44.21,71.97,45.89,16.47,76.2,90.99,0,8.39,7.5,56.1,5.958,5.001,5.217,5.479,5.496,4.448,K_pneumoniae,34.49,8.94,92079,4.013,6.654,37.08,3.79,3.47,4.69,0,38.35,33.82,105.8,470.6,7.52,0,33.87,Low,0,0,
2026-01-26,F16,3,Gir_cross,5.9,1,45,0,1,0,9.60437,78.17353,manure_area,32.26,85.91,87.56,49.28,28.87,70.08,72.44,26.47,60.48,1,7.46,8.31,48.28,6.323,4.001,4.633,5.922,6.082,3.95,K_pneumoniae,57.36,8.63,69525,4.097,6.68,37.11,3.81,3.39,4.88,0,38.6,34.16,103.0,398.6,8.15,0,65.28,Moderate,0,0,
2026-01-27,F16,3,Gir_cross,5.9,1,46,0,1,0,9.60437,78.17353,external_road,33.92,59.06,85.07,2.6,71.5,72.37,17.57,62.13,75.1,1,6.96,7.27,59.24,4.341,3.642,3.729,3.83,3.552,3.264,E_coli,30.86,8.85,157803,4.151,6.66,36.7,3.89,3.12,4.77,0,38.42,34.54,102.5,408.6,7.37,0,4.6,No_Risk,0,0,
2026-01-28,F16,3,Gir_cross,5.9,1,47,0,1,0,9.60437,78.17353,soil,30.86,65.71,81.9,36.73,48.45,68.77,58.68,52.32,64.99,1,9.14,5.32,55.51,5.767,4.587,5.479,5.06,4.945,4.619,S_uberis,51.54,8.72,170635,4.062,6.592,37.27,3.98,3.58,4.55,0,38.36,34.4,89.1,443.6,7.69,0,42.66,Low,0,0,
2026-01-29,F16,3,Gir_cross,5.9,1,48,0,1,0,9.60437,78.17353,milking_parlor,27.4,75.06,78.08,2.67,65.46,59.16,17.66,76.44,89.58,1,7.9,5.91,60.62,4.718,4.245,3.95,4.218,3.544,3.754,S_aureus,33.7,8.74,68879,4.225,6.672,37.31,3.86,3.27,4.9,0,38.38,33.96,104.0,474.4,7.73,0,7.96,No_Risk,0,0,
2026-01-30,F16,3,Gir_cross,5.9,1,49,0,1,0,9.60437,78.17353,soil,30.19,71.99,81.92,29.67,56.33,70.85,29.43,56.5,85.64,0,9.05,7.59,57.29,5.394,4.733,5.102,4.39,4.481,4.101,S_uberis,50.98,9.13,95574,4.398,6.644,36.79,4.05,3.19,4.67,0,38.58,34.29,102.8,515.4,8.35,0,22.87,Low,0,0,
2026-01-31,F16,3,Gir_cross,5.9,1,50,0,1,0,9.60437,78.17353,traffic_lane,30.85,65.88,81.92,17.26,56.69,73.57,13.59,49.75,79.37,1,6.8,6.35,59.97,5.133,4.078,4.86,3.983,4.538,3.865,S_uberis,53.31,8.43,103432,4.137,6.66,37.05,3.93,3.31,4.7,1,38.57,33.75,101.2,460.8,8.19,0,16.65,No_Risk,0,0,
2026-02-01,F16,3,Gir_cross,5.9,1,51,0,1,0,9.60437,78.17353,bedding,30.38,76.03,82.85,31.03,55.64,71.41,47.2,53.21,64.24,1,7.76,6.76,53.04,5.71,4.267,4.89,5.064,5.464,3.997,K_pneumoniae,56.74,8.52,94809,4.074,6.622,36.87,4.13,3.26,4.59,0,38.65,34.03,101.6,469.4,7.1,0,36.51,Low,0,0,
2026-02-02,F16,3,Gir_cross,5.9,1,52,0,1,0,9.60437,78.17353,pasture,30.04,65.26,80.64,17.58,80.22,78.8,3.23,80.17,95.89,1,9.99,6.5,46.55,4.883,3.857,4.409,4.113,4.308,4.012,S_uberis,33.56,8.1,89975,4.0,6.657,36.99,3.97,3.23,4.92,0,38.58,34.05,88.8,519.9,8.54,0,6.08,No_Risk,0,0,
2026-02-03,F16,3,Gir_cross,5.9,1,53,0,1,0,9.60437,78.17353,milking_parlor,28.79,79.0,80.79,1.0,86.63,63.53,0.0,77.01,99.24,0,9.49,7.31,38.25,4.557,4.317,3.151,3.675,3.389,3.826,S_aureus,57.59,8.75,145486,4.072,6.668,36.67,4.11,3.25,4.85,0,38.65,33.4,96.5,458.5,8.12,0,2.14,No_Risk,0,0,
2026-02-04,F16,3,Gir_cross,5.9,1,54,0,1,0,9.60437,78.17353,traffic_lane,31.29,75.51,84.18,10.93,45.17,67.97,31.3,35.0,84.86,1,7.19,8.79,46.55,5.161,3.969,4.892,4.424,4.456,3.428,S_uberis,53.74,7.86,111991,4.193,6.604,36.87,3.84,3.43,4.79,0,38.4,34.84,107.4,461.3,8.52,0,15.23,No_Risk,0,0,
2026-02-05,F16,3,Gir_cross,5.9,1,55,0,1,0,9.60437,78.17353,bedding,30.37,93.23,85.59,41.37,58.56,55.98,39.55,68.33,76.57,1,6.36,6.44,55.95,6.213,4.342,5.124,5.75,5.942,4.606,K_pneumoniae,53.57,9.3,86391,4.055,6.672,36.87,3.64,3.3,4.73,0,38.59,34.34,94.8,461.1,10.04,0,50.51,Moderate,0,0,
2026-02-06,F16,3,Gir_cross,5.9,1,56,0,1,0,9.60437,78.17353,soil,29.58,64.97,79.93,31.81,55.31,58.82,40.42,54.33,77.21,1,5.86,7.01,41.11,5.322,4.158,4.886,4.553,4.759,4.409,S_uberis,36.6,8.92,179399,4.005,6.596,36.85,3.8,3.37,4.73,0,38.56,34.12,102.2,467.5,7.78,0,21.72,Low,0,0,
2026-02-07,F16,3,Gir_cross,5.9,1,57,0,1,0,9.60437,78.17353,traffic_lane,32.48,74.19,85.79,25.27,70.35,67.1,6.75,62.22,93.62,1,7.37,7.65,41.67,5.254,4.028,5.062,4.548,4.2,3.358,S_uberis,64.27,8.22,60938,4.085,6.697,37.11,3.87,3.25,4.75,0,38.46,34.16,105.9,492.0,8.78,0,12.85,No_Risk,0,0,
2026-02-08,F16,3,Gir_cross,5.9,1,58,0,1,0,9.60437,78.17353,manure_area,32.0,81.05,86.27,48.45,16.23,72.42,91.26,15.07,53.86,1,7.73,5.79,48.17,6.406,4.669,5.267,5.784,6.226,4.391,K_pneumoniae,66.1,9.48,124474,3.856,6.641,36.97,3.68,3.34,4.81,0,38.42,34.41,105.5,477.5,7.99,0,83.81,High,0,0,
2026-02-09,F16,3,Gir_cross,5.9,1,59,0,1,0,9.60437,78.17353,manure_area,31.07,95.75,87.23,47.63,19.65,71.63,70.68,7.59,64.37,0,8.35,7.38,55.25,6.641,4.921,4.934,5.915,6.526,4.447,K_pneumoniae,76.72,8.03,165410,4.12,6.622,37.02,3.54,3.16,4.63,0,38.64,33.72,101.4,508.6,9.26,0,79.45,High,0,0,
2026-01-01,F09,4,HF_cross,5.7,5,20,0,0,0,10.42541,77.42297,external_road,31.35,70.15,83.37,3.9,73.61,67.17,8.13,80.77,92.87,1,9.45,6.69,61.0,4.422,3.753,3.586,3.687,3.88,3.648,K_pneumoniae,28.72,17.76,85032,3.851,6.607,36.77,3.65,3.29,4.67,0,38.49,33.96,94.5,468.1,8.85,0,3.2,No_Risk,0,0,
2026-01-02,F09,4,HF_cross,5.7,5,21,0,0,0,10.42541,77.42297,external_road,30.82,67.87,82.2,7.2,70.0,83.46,17.89,72.53,90.63,1,8.08,7.08,52.54,4.475,3.627,3.601,3.939,3.769,3.847,E_coli,29.14,17.07,88803,4.058,6.6,36.86,4.29,3.08,4.67,1,38.74,34.23,99.9,494.8,9.6,0,4.39,No_Risk,0,0,
2026-01-03,F09,4,HF_cross,5.7,5,22,0,0,0,10.42541,77.42297,feed_area,27.0,77.41,77.75,30.0,70.85,72.56,26.53,71.54,81.36,1,5.45,7.7,49.72,5.221,4.21,4.58,4.723,4.683,4.049,E_coli,31.74,17.97,133763,4.077,6.656,36.95,4.25,3.2,4.81,0,38.65,34.23,97.3,492.8,7.44,0,17.93,No_Risk,0,0,
2026-01-04,F09,4,HF_cross,5.7,5,23,0,0,0,10.42541,77.42297,soil,33.17,73.08,86.65,28.36,55.44,71.36,49.54,70.02,63.81,0,7.3,5.8,53.26,5.611,5.016,5.233,4.705,4.796,4.31,S_uberis,41.89,17.41,254269,4.064,6.614,36.99,3.81,3.21,4.69,0,38.39,33.97,95.0,439.2,6.91,0,30.59,Low,0,0,
2026-01-05,F09,4,HF_cross,5.7,5,24,0,0,0,10.42541,77.42297,pasture,28.2,73.24,79.07,33.56,66.05,71.0,30.9,53.51,78.45,1,8.3,6.07,46.38,5.672,4.539,5.424,4.847,4.968,3.785,S_uberis,56.58,16.94,215431,4.204,6.682,36.93,3.93,3.29,4.9,0,38.45,34.68,102.7,446.9,7.83,0,24.94,Low,0,0,
2026-01-06,F09,4,HF_cross,5.7,5,25,0,0,0,10.42541,77.42297,feed_area,26.11,77.14,76.33,33.82,69.58,67.87,19.55,74.2,91.56,1,9.22,6.47,39.83,5.122,4.105,4.525,4.656,4.431,4.138,E_coli,34.26,17.51,65770,4.091,6.648,36.85,3.58,3.09,4.84,0,38.73,34.45,101.7,469.1,7.85,0,12.2,No_Risk,0,0,
2026-01-07,F09,4,HF_cross,5.7,5,26,0,0,0,10.42541,77.42297,manure_area,27.29,82.77,78.9,57.03,23.39,62.56,83.09,12.29,51.19,1,10.17,6.95,40.15,6.576,4.456,5.392,5.832,6.446,4.345,K_pneumoniae,74.12,16.38,154928,4.012,6.641,36.94,3.83,3.23,4.61,0,38.48,33.99,96.2,470.1,6.24,0,79.6,High,0,0,
2026-01-08,F09,4,HF_cross,5.7,5,27,0,0,0,10.42541,77.42297,traffic_lane,36.35,72.72,91.45,9.16,63.61,65.32,14.57,50.3,83.42,1,6.79,5.75,57.26,4.757,3.856,4.507,3.818,3.846,3.627,S_uberis,56.23,17.69,76920,3.971,6.663,36.96,3.82,3.46,4.87,0,38.44,34.18,103.3,461.5,5.66,0,7.46,No_Risk,0,0,
2026-01-09,F09,4,HF_cross,5.7,5,28,0,0,0,10.42541,77.42297,bedding,29.41,89.29,83.33,35.8,72.25,56.92,15.13,72.27,76.42,1,7.23,7.44,46.22,5.805,4.738,5.179,5.273,5.3,4.66,K_pneumoniae,31.26,18.13,121442,4.16,6.611,36.75,3.69,3.27,4.71,0,38.55,34.18,98.0,486.2,6.39,0,34.94,Low,0,0,
