Record_ID,Cow_ID,Data_Source,Record_Type,Day,Days_Before_Index,Breed,Age_Years,Lactation_Number,Parity,Days_In_Milk,Previous_Mastitis_History,Vaccination_Status,Body_Temperature_C,Udder_Temperature_C,Activity_Index,Rumination_Time_min,Feed_Intake_kgDM,Water_Intake_L,Milk_Temperature,Milk_pH,Milk_Conductivity,Somatic_Cell_Count,Milk_Yield,Clotting,Milk_Fat_pct,Milk_Protein_pct,Milk_Lactose_pct,Milk_Solids_pct,Ambient_Temperature_C,Humidity_pct,THI,Hygiene_Score,Bedding_Cleanliness_Score,Milking_Frequency,class1,SCC_Change_3d,SCC_Change_7d,Conductivity_Change_3d,Conductivity_Change_7d,Yield_Change_3d,Yield_Change_7d,Activity_Change_3d,Activity_Change_7d,Rumination_Change_3d,Rumination_Change_7d,Temperature_Change_3d,Temperature_Change_7d
R00075,C0075,Original,Index_Observation,15,0,Crossbred,4.7,3,3,293,1,0,38.4,38.27,48.1,486.5,14.44,84.3,36.36,6.69,4.29,126,14.6,0.0,3.81,3.58,5.12,13.23,28.6,44.9,75.8,3,4,2,0.0,-73.84,-83.37,0.73,0.52,1.91,1.92,9.65,-8.91,-12.22,95.99,0.39,0.25
R00076,C0076,Original,Index_Observation,28,0,Crossbred,5.2,4,4,134,0,0,38.8,38.73,58.8,554.5,17.81,82.2,35.72,6.56,4.86,83,21.6,0.0,3.34,3.17,5.15,12.37,28.0,90.2,81.1,1,1,2,0.0,12.75,-13.35,-0.07,0.03,-3.17,-3.88,-8.51,-20.52,-8.61,17.83,0.27,-0.23
R00077,C0077,Original,Index_Observation,7,0,Crossbred,10.0,8,8,65,0,1,39.09,39.68,53.5,504.1,20.34,84.2,37.45,7.13,6.28,645,8.1,0.0,4.01,3.38,4.67,12.71,27.3,72.2,77.5,1,2,2,1.0,132.53,,0.41,,0.75,,-18.79,,-36.64,,-0.27,
R00078,C0078,Original,Index_Observation,12,0,Jersey,6.0,6,6,230,0,0,38.67,39.71,92.8,498.0,17.37,78.0,38.71,7.24,6.58,775,13.4,1.0,4.14,3.16,4.57,12.5,26.0,54.4,73.6,4,2,3,1.0,263.32,280.16,0.33,0.35,-1.46,-3.91,-1.32,-7.17,-49.96,-83.11,0.06,-0.33
R00079,C0079,Original,Index_Observation,29,0,Holstein_Friesian,3.2,2,2,6,0,0,38.54,38.9,65.3,445.8,21.03,61.9,37.95,7.14,7.44,529,8.5,0.0,4.64,3.52,4.71,13.63,26.1,48.6,73.1,3,2,2,1.0,75.47,211.86,-0.19,1.26,1.46,1.32,8.02,9.01,-16.65,-43.8,0.51,0.59
R00080,C0080,Original,Index_Observation,8,0,Sahiwal,6.2,5,5,34,0,0,38.71,38.93,79.4,422.5,13.75,56.3,34.99,6.6,4.7,204,15.3,0.0,3.26,3.44,4.93,12.33,28.9,79.8,81.1,1,3,2,0.0,-68.79,-80.52,-0.04,0.74,-3.27,-4.31,-1.98,-6.63,36.55,41.16,0.22,0.95
R00081,C0081,Original,Index_Observation,15,0,Jersey,3.8,2,2,299,0,0,38.68,39.0,73.7,466.2,13.42,99.3,35.37,6.68,4.23,141,20.1,0.0,3.83,3.62,4.61,12.72,29.6,68.2,80.5,3,4,2,0.0,2.42,15.08,0.42,0.58,3.1,3.54,0.77,16.85,-59.2,-61.79,-0.15,-0.47
R00082,C0082,Original,Index_Observation,3,0,Holstein_Friesian,3.6,3,3,53,0,1,38.0,38.62,68.2,528.1,18.87,84.6,34.67,6.7,5.11,145,15.7,0.0,2.86,3.55,4.85,11.9,29.3,72.2,80.7,1,2,2,0.0,,,,,,,,,,,,
R00083,C0083,Original,Index_Observation,14,0,Sahiwal,6.1,5,5,36,0,1,38.46,38.86,66.8,429.3,11.51,84.8,38.48,7.15,7.17,553,4.9,1.0,3.9,3.3,4.37,12.27,34.3,65.4,86.9,1,3,2,1.0,-25.19,-112.91,0.03,0.21,-3.03,-4.42,-11.31,-9.86,-30.48,4.74,0.18,0.64
R00084,C0084,Original,Index_Observation,17,0,Crossbred,4.6,3,3,163,0,0,37.98,38.36,76.0,422.5,16.37,94.1,38.14,7.09,7.07,509,7.8,1.0,4.5,3.98,4.77,14.06,21.8,50.0,67.5,3,4,2,1.0,79.91,292.97,0.29,-0.28,3.46,4.76,1.69,-6.63,-18.65,13.49,0.5,0.3
R00085,C0085,Original,Index_Observation,4,0,Crossbred,5.0,4,4,69,0,0,38.68,38.57,75.2,479.5,18.29,59.3,35.26,6.82,4.23,157,18.6,0.0,3.14,3.54,4.75,12.17,18.6,72.6,64.3,2,3,2,0.0,-22.27,,0.12,,0.05,,1.96,,7.82,,-0.01,
R00086,C0086,Original,Index_Observation,18,0,Crossbred,4.5,2,2,10,1,0,38.48,38.66,54.1,501.1,15.74,62.1,36.29,6.76,4.35,133,20.9,0.0,3.33,3.35,5.02,12.4,33.3,62.0,84.8,2,1,2,0.0,-33.81,-29.28,0.24,0.29,-1.59,-0.39,7.54,22.6,-97.55,-118.87,0.4,-0.56
R00087,C0087,Original,Index_Observation,8,0,Jersey,5.1,4,4,27,0,0,38.41,39.26,87.7,417.5,15.8,36.2,34.89,6.67,5.13,74,17.7,0.0,3.77,2.99,4.98,12.49,23.1,64.7,70.5,4,5,3,0.0,-10.69,-27.89,-0.44,0.28,-4.67,-3.32,13.96,9.94,-87.1,-100.56,-0.22,-0.22
R00088,C0088,Original,Index_Observation,4,0,Holstein_Friesian,5.3,3,3,38,0,1,38.25,38.86,65.7,429.7,20.72,75.2,38.05,6.97,6.46,443,7.0,1.0,4.54,2.95,4.49,12.84,26.0,97.0,78.5,3,1,2,1.0,80.28,,0.56,,-2.9,,-7.41,,-11.94,,0.85,
R00089,C0089,Original,Index_Observation,2,0,Crossbred,2.0,1,1,129,0,0,38.43,38.73,65.4,420.0,15.61,78.4,37.98,6.97,7.61,552,12.2,1.0,4.03,2.98,4.79,12.57,24.8,78.0,74.4,1,3,3,1.0,,,,,,,,,,,,
R00090,C0090,Original,Index_Observation,30,0,Holstein_Friesian,5.7,5,5,17,0,1,38.39,39.26,45.5,472.9,21.59,82.6,36.02,6.69,4.68,126,21.9,0.0,3.11,3.03,4.49,11.37,24.7,78.9,74.3,2,3,2,0.0,-24.0,-18.32,0.12,1.12,-1.86,-1.27,-1.66,-21.65,-13.97,-16.03,-0.44,0.32
R00091,C0091,Original,Index_Observation,6,0,Crossbred,2.7,3,3,256,0,1,38.35,38.53,86.3,486.8,15.5,68.2,36.34,6.83,4.15,164,25.3,0.0,3.16,3.55,5.12,12.6,20.4,97.0,68.6,3,3,3,0.0,-12.74,,0.26,,-1.67,,3.94,,-88.66,,0.24,
R00092,C0092,Original,Index_Observation,22,0,Jersey,2.0,1,1,42,0,0,38.53,39.47,79.2,420.4,16.47,87.8,35.27,6.63,4.97,102,28.4,0.0,3.96,3.33,4.56,12.55,25.0,70.8,74.0,2,1,3,0.0,11.54,42.77,0.47,0.32,0.69,5.86,-20.84,-11.11,7.6,-71.63,-0.04,1.04
R00093,C0093,Original,Index_Observation,10,0,Holstein_Friesian,4.4,3,3,258,0,1,38.95,40.07,72.1,474.7,21.03,66.6,37.73,7.11,6.71,498,8.7,0.0,3.55,3.16,4.66,12.11,31.4,66.8,82.9,4,1,2,1.0,110.95,-434.82,-0.2,0.37,2.23,0.35,-6.15,-15.53,60.39,90.48,-1.09,-0.54
R00094,C0094,Original,Index_Observation,4,0,Holstein_Friesian,4.7,5,5,128,0,0,39.52,40.12,60.9,431.5,20.1,79.4,38.05,7.26,6.39,520,11.7,1.0,4.0,3.27,4.67,12.61,28.0,54.8,76.3,2,3,2,1.0,193.64,,-0.34,,1.42,,3.89,,40.68,,0.3,
R00095,C0095,Original,Index_Observation,22,0,Crossbred,3.3,3,3,26,0,1,38.79,38.8,60.1,517.5,16.76,67.3,38.08,7.17,7.21,483,7.6,0.0,3.94,3.24,4.78,12.52,30.6,58.2,80.4,1,1,2,1.0,-152.06,-106.23,0.23,-0.46,0.21,2.87,3.71,6.54,-12.59,3.59,-0.0,-0.1
R00096,C0096,Original,Index_Observation,29,0,Jersey,6.0,4,4,38,1,0,38.9,40.17,68.0,464.8,17.48,93.7,35.94,6.57,4.24,128,24.5,0.0,3.49,3.41,4.83,12.48,25.4,34.3,70.6,1,2,3,0.0,-18.62,27.4,0.03,0.13,-2.51,-5.35,2.27,-12.4,-31.52,4.59,0.49,1.51
R00097,C0097,Original,Index_Observation,18,0,Holstein_Friesian,2.1,1,1,95,0,0,38.27,38.81,79.4,458.3,22.81,80.0,35.83,6.61,4.75,267,22.3,0.0,4.52,3.07,4.24,12.59,32.7,76.9,86.7,3,3,2,0.0,6.0,-89.04,-0.68,-0.17,-2.01,-1.16,-9.61,-14.8,5.62,13.45,0.4,0.48
R00098,C0098,Original,Index_Observation,26,0,Crossbred,3.8,3,3,38,0,0,37.92,38.2,82.3,480.7,14.86,93.7,34.71,6.51,5.36,110,18.5,0.0,4.04,3.3,4.48,12.52,25.4,46.0,71.8,4,3,2,0.0,17.89,10.34,0.19,-0.11,-0.26,-0.64,-9.24,3.86,10.14,-57.32,-0.09,0.08
R00099,C0099,Original,Index_Observation,12,0,Crossbred,3.4,3,3,21,0,0,38.45,39.21,72.0,429.5,16.95,92.3,36.24,6.65,4.85,113,23.7,0.0,4.04,3.29,4.77,12.93,17.0,78.5,62.1,1,1,2,0.0,27.21,14.78,-0.09,0.38,-1.54,2.04,8.41,10.42,-42.82,-88.83,-0.27,-1.12
R00100,C0100,Original,Index_Observation,2,0,Gir,4.4,3,3,23,0,0,38.29,39.14,78.3,389.2,9.5,49.5,38.21,7.06,6.71,624,10.4,1.0,4.32,3.12,4.22,12.31,29.6,64.4,80.0,1,2,2,1.0,,,,,,,,,,,,
R00101,C0101,Original,Index_Observation,10,0,Gir,5.0,4,4,45,0,1,38.77,39.85,67.6,438.9,10.81,83.9,37.68,7.05,7.16,631,8.2,1.0,3.96,3.65,4.56,12.72,32.0,66.9,83.8,3,5,3,1.0,375.26,449.43,0.56,1.37,-1.28,-1.37,12.79,-0.48,-3.41,-56.01,0.38,0.31
R00102,C0102,Original,Index_Observation,30,0,Jersey,2.7,1,1,29,0,1,38.6,38.93,66.6,421.7,13.1,80.0,38.89,6.97,6.98,559,6.9,1.0,3.95,3.23,4.55,12.39,25.1,64.4,73.4,1,2,3,1.0,108.11,46.47,0.42,-0.46,-1.36,-0.56,-8.02,-6.51,24.4,64.62,0.13,0.07
R00103,C0103,Original,Index_Observation,4,0,Crossbred,5.8,5,5,273,0,1,38.12,38.82,73.1,395.6,17.59,67.3,37.4,7.09,6.97,510,5.2,1.0,3.59,3.08,4.43,11.67,34.2,85.8,90.8,1,1,2,1.0,-283.02,,0.39,,2.2,,-7.62,,-13.22,,-0.07,
R00104,C0104,Original,Index_Observation,14,0,Gir,4.6,4,4,142,0,0,39.07,39.02,56.9,456.1,13.01,86.7,35.63,6.75,4.37,111,23.1,0.0,3.82,3.41,4.95,12.94,23.6,83.1,72.9,3,1,2,0.0,-78.59,-53.32,0.17,-1.11,0.68,2.07,-13.34,-10.26,-27.98,-65.09,-0.25,-0.61
R00105,C0105,Original,Index_Observation,16,0,Sahiwal,2.0,1,1,10,0,0,38.32,38.97,71.2,374.6,14.29,98.4,35.22,6.58,4.77,95,16.8,0.0,3.26,3.23,5.2,12.33,31.5,64.6,82.7,3,2,2,0.0,37.1,43.9,0.1,0.49,-0.84,0.69,0.65,-10.99,-17.88,-30.17,-0.41,-0.18
R00106,C0106,Original,Index_Observation,15,0,Jersey,2.0,1,1,11,0,1,38.24,38.81,45.5,435.5,16.53,44.9,37.66,7.31,6.24,818,11.9,1.0,4.63,3.41,4.47,13.33,37.1,51.5,87.9,3,5,2,1.0,108.12,49.87,-0.17,0.05,-1.09,-5.46,6.99,6.3,-13.53,-38.46,0.25,0.51
R00107,C0107,Original,Index_Observation,8,0,Holstein_Friesian,4.5,4,4,25,0,1,39.12,39.81,52.6,453.8,20.35,85.4,38.7,7.21,7.15,448,11.2,1.0,3.54,3.03,4.68,12.06,28.2,78.9,79.9,2,2,2,1.0,97.96,-2.24,0.58,0.35,-1.54,-3.44,10.34,7.35,2.87,-114.52,-0.5,-0.63
R00108,C0108,Original,Index_Observation,14,0,Crossbred,4.1,3,3,80,0,0,38.32,38.66,50.8,465.2,16.04,75.1,36.09,6.74,5.13,129,22.3,0.0,3.74,3.41,4.81,12.59,26.8,50.4,74.2,1,1,2,0.0,11.11,61.47,0.19,-0.09,2.29,6.26,0.27,-19.51,-2.86,-28.99,0.29,-0.12
R00109,C0109,Original,Index_Observation,23,0,Crossbred,4.3,3,3,282,0,0,38.88,39.18,72.2,441.6,19.3,92.1,35.77,6.67,4.67,138,18.1,0.0,3.49,3.71,4.56,12.4,27.5,41.7,73.9,4,2,3,0.0,34.98,74.89,-1.34,-1.88,1.91,1.77,-7.53,-12.69,-6.07,-11.9,0.89,0.35
R00110,C0110,Original,Index_Observation,28,0,Gir,4.4,3,3,25,0,1,38.26,38.33,84.0,447.7,11.14,75.9,35.31,6.71,4.43,125,16.0,0.0,3.52,2.95,4.68,11.93,36.5,72.5,91.6,1,1,2,0.0,-6.93,29.07,-0.18,-0.7,-3.87,-4.65,-5.09,-14.91,73.18,19.35,0.99,0.99
R00111,C0111,Original,Index_Observation,25,0,Holstein_Friesian,4.9,3,3,270,0,0,38.61,39.49,66.2,388.3,18.37,46.4,37.93,7.27,6.65,700,8.0,1.0,4.59,3.39,4.55,13.35,30.1,83.3,83.6,1,2,2,1.0,189.73,199.31,0.83,1.78,-3.78,-3.49,-7.67,-22.14,4.7,17.66,0.0,0.98
R00112,C0112,Original,Index_Observation,30,0,Crossbred,6.2,4,4,7,0,0,38.52,39.49,80.1,461.7,18.21,71.9,34.08,6.56,4.61,199,19.9,0.0,3.77,3.08,5.11,12.47,39.1,58.9,92.4,3,5,2,0.0,35.42,89.96,0.53,0.98,2.06,2.0,-11.02,-19.95,29.37,19.34,0.26,0.58
R00113,C0113,Original,Index_Observation,8,0,Crossbred,2.5,1,1,48,0,0,38.74,38.93,94.3,452.7,16.66,89.1,36.07,6.71,4.93,137,16.5,0.0,3.71,3.83,4.85,13.14,29.5,71.1,80.7,2,3,2,0.0,27.33,64.0,0.22,0.69,-2.17,-3.96,-3.44,-2.51,-19.62,-11.38,0.27,0.29
R00114,C0114,Original,Index_Observation,21,0,Holstein_Friesian,2.4,2,2,13,0,1,38.69,39.3,78.2,430.1,23.84,71.9,34.63,6.56,4.61,78,16.5,0.0,3.45,3.48,4.6,12.04,24.6,58.8,72.1,3,1,2,0.0,1.38,9.19,0.53,0.57,1.06,-0.24,-13.1,-15.95,-36.92,-4.41,-0.36,-0.49
R00115,C0115,Original,Index_Observation,16,0,Crossbred,2.5,1,1,26,0,0,38.47,39.03,62.4,471.0,17.31,77.9,35.32,6.7,4.68,127,26.3,0.0,3.71,3.29,4.93,12.6,25.0,75.8,74.4,1,2,3,0.0,19.0,-20.49,0.01,0.5,-0.16,-0.57,-16.42,-7.72,-34.27,-5.3,0.43,0.45
R00116,C0116,Original,Index_Observation,13,0,Sahiwal,5.0,4,4,15,1,1,38.64,39.04,62.2,460.8,12.44,67.1,34.94,6.51,4.85,126,17.4,0.0,3.39,2.96,4.95,12.13,28.3,81.4,80.4,4,1,2,0.0,-22.2,13.74,0.33,0.07,0.31,-1.73,-13.18,19.82,7.28,24.87,-0.52,-0.56
R00117,C0117,Original,Index_Observation,18,0,Sahiwal,6.7,5,5,104,0,1,38.7,38.52,72.2,461.0,15.0,86.8,34.85,6.73,4.79,124,19.0,0.0,3.27,3.01,5.04,12.34,17.4,61.1,62.2,2,1,2,0.0,-25.22,-44.9,-0.04,0.01,-5.84,-8.46,6.19,15.31,15.72,37.54,-0.05,0.04
R00118,C0118,Original,Index_Observation,15,0,Jersey,3.7,3,3,164,0,0,38.61,38.52,66.6,549.5,13.09,102.2,36.08,6.53,4.1,122,18.9,0.0,3.47,3.39,4.5,12.06,25.5,49.6,72.4,2,3,2,0.0,8.19,49.41,0.85,0.9,-3.02,-4.16,5.66,8.19,-18.66,-4.81,-0.08,-0.03
R00119,C0119,Original,Index_Observation,21,0,Holstein_Friesian,2.0,1,1,56,0,0,38.45,38.55,62.5,451.6,20.61,47.5,35.27,6.71,4.36,124,18.7,0.0,3.98,2.93,4.45,11.96,25.6,43.1,71.9,4,2,3,0.0,-9.2,2.49,-0.58,-1.23,-2.27,3.87,4.37,6.24,-78.69,-82.21,0.41,1.02
R00120,C0120,Original,Index_Observation,24,0,Jersey,2.0,2,2,5,0,1,38.06,37.8,81.9,442.7,14.28,120.5,35.67,6.71,4.98,135,21.9,0.0,4.2,2.94,4.83,12.64,29.2,78.9,81.6,2,3,2,0.0,52.49,66.33,0.11,1.28,1.91,6.61,2.87,13.03,-24.44,-8.48,0.08,-0.25
R00121,C0121,Original,Index_Observation,26,0,Holstein_Friesian,3.0,2,2,26,0,0,38.7,39.64,85.2,459.2,18.23,85.2,35.48,6.58,4.66,125,22.8,0.0,3.79,3.23,4.77,12.53,38.1,48.0,88.4,3,4,2,0.0,6.29,66.99,-0.03,-1.04,2.5,-1.2,16.47,33.48,8.11,-40.83,-0.15,-0.2
R00122,C0122,Original,Index_Observation,25,0,Jersey,3.5,1,1,53,0,1,38.79,39.51,48.4,397.6,16.06,75.7,37.89,7.09,6.69,520,11.1,0.0,4.16,3.33,4.98,13.13,28.3,70.6,78.9,2,1,2,1.0,123.14,102.6,-0.58,0.35,-7.98,-10.97,-4.6,7.9,-8.1,-0.22,0.15,0.83
R00123,C0123,Original,Index_Observation,28,0,Crossbred,3.8,2,2,60,1,0,38.38,38.77,56.4,477.2,15.53,68.5,35.54,6.68,4.29,164,16.3,0.0,3.56,3.33,4.56,12.08,18.0,76.7,63.6,3,4,2,0.0,53.42,49.29,0.45,0.54,-0.53,-2.89,6.91,8.49,3.17,14.4,0.17,0.25
R00124,C0124,Original,Index_Observation,28,0,Holstein_Friesian,4.6,3,3,18,0,0,38.87,38.44,60.7,414.1,23.25,83.5,34.86,6.6,4.38,114,23.8,0.0,3.45,3.13,4.64,11.9,23.2,57.5,70.1,3,2,3,0.0,11.45,33.62,0.37,1.12,5.08,6.45,-6.0,4.85,-2.81,-79.45,-0.36,0.29
R00125,C0125,Original,Index_Observation,28,0,Crossbred,3.9,2,2,99,0,0,38.38,38.26,72.7,433.7,16.37,64.8,38.66,7.03,6.9,712,6.8,1.0,3.84,3.51,4.6,12.71,29.4,62.5,79.3,2,2,2,1.0,296.12,256.17,0.35,0.28,-3.74,-1.4,13.34,20.24,2.51,1.37,0.19,-0.55
R00126,C0126,Original,Index_Observation,13,0,Holstein_Friesian,6.4,5,5,170,1,0,39.02,39.42,79.3,427.6,22.84,70.6,35.25,6.45,4.67,111,25.2,0.0,3.2,3.04,4.72,11.65,28.5,80.0,80.5,1,4,2,0.0,48.02,63.43,0.87,0.39,0.87,2.93,5.99,6.19,7.0,52.77,0.09,-0.47
R00127,C0127,Original,Index_Observation,9,0,Crossbred,3.3,2,2,97,1,0,38.45,39.6,100.0,411.9,15.54,59.7,34.72,6.68,4.52,85,13.3,0.0,3.39,3.35,4.82,12.2,36.4,52.9,87.3,1,1,2,0.0,26.0,36.08,0.22,-0.02,-0.41,-4.89,1.4,28.11,-25.31,-38.96,0.98,1.22
R00128,C0128,Original,Index_Observation,29,0,Crossbred,2.9,3,3,104,0,0,38.6,38.73,73.5,382.3,15.41,96.3,35.29,6.49,4.41,165,20.6,0.0,4.37,3.29,4.94,13.26,33.0,51.4,82.5,4,3,2,0.0,18.28,41.67,-0.61,-1.15,-4.41,-3.61,7.99,-8.61,31.64,-8.39,0.21,0.24
R00129,C0129,Original,Index_Observation,15,0,Crossbred,5.4,3,3,146,0,0,38.44,39.16,61.9,438.2,17.04,64.2,36.25,6.66,4.68,117,25.8,0.0,3.66,3.36,4.6,12.3,32.8,61.5,84.1,4,3,3,0.0,35.33,-35.89,-0.25,-0.02,1.29,1.5,-11.48,-1.44,-40.0,7.43,-0.05,0.02
R00130,C0130,Original,Index_Observation,13,0,Holstein_Friesian,2.0,1,1,50,0,0,38.01,38.22,77.3,473.2,23.02,83.9,35.93,6.62,4.81,163,18.9,0.0,3.63,3.5,4.83,12.57,26.9,84.2,78.4,4,2,3,0.0,-26.03,56.49,-0.14,-0.24,-2.97,-5.98,11.22,-6.29,20.58,-8.57,0.03,-0.26
R00131,C0131,Original,Index_Observation,1,0,Crossbred,5.2,3,3,52,1,1,38.45,38.87,73.0,435.6,16.49,73.0,35.33,6.72,5.33,54,19.3,0.0,3.38,3.09,5.2,12.32,33.7,89.2,90.6,1,4,3,0.0,,,,,,,,,,,,
R00132,C0132,Original,Index_Observation,25,0,Gir,4.7,3,3,26,0,0,38.6,39.47,72.1,519.8,10.53,66.6,35.33,6.62,4.25,206,20.9,0.0,4.45,3.11,4.99,13.33,23.3,63.5,70.8,2,1,3,0.0,23.2,69.56,0.17,0.28,-1.13,3.91,8.5,33.62,-26.05,6.28,-0.54,-0.38
R00133,C0133,Original,Index_Observation,7,0,Holstein_Friesian,4.2,3,3,51,0,1,38.71,38.98,66.0,458.2,19.6,104.6,35.34,6.62,5.05,177,18.3,0.0,3.49,2.87,4.81,11.88,33.0,54.3,83.1,3,4,2,0.0,-19.33,,-0.05,,0.07,,13.0,,-1.08,,0.11,
R00134,C0134,Original,Index_Observation,9,0,Crossbred,7.4,5,5,48,0,0,38.52,38.66,42.5,485.2,16.89,64.6,36.54,6.72,4.99,90,19.1,0.0,3.78,2.77,5.06,12.16,26.5,81.0,77.5,3,1,2,0.0,31.22,36.91,-0.05,0.99,-0.55,-0.37,5.36,-14.71,-34.95,-39.66,-0.7,-0.88
R00135,C0135,Original,Index_Observation,24,0,Holstein_Friesian,3.4,2,2,153,0,1,37.82,38.76,75.1,545.2,20.67,62.0,35.69,6.68,4.47,91,19.0,0.0,3.76,3.18,4.55,12.32,20.5,40.0,65.3,1,1,2,0.0,25.44,64.55,-0.11,-0.49,0.13,2.89,-8.38,-16.0,10.28,39.88,-0.02,0.64
R00136,C0136,Original,Index_Observation,1,0,Crossbred,8.2,8,8,49,1,1,38.03,38.45,76.8,449.3,16.4,74.1,35.72,6.68,4.76,217,18.1,0.0,3.98,3.23,5.05,13.02,31.1,68.7,82.8,2,2,2,0.0,,,,,,,,,,,,
R00137,C0137,Original,Index_Observation,12,0,Gir,4.1,3,3,124,0,0,39.2,40.02,83.9,473.0,11.41,72.7,36.02,6.7,4.56,121,23.7,0.0,3.9,2.99,4.76,12.23,35.3,64.3,88.1,1,4,2,0.0,9.86,23.99,-0.76,-0.08,-2.47,1.45,-16.14,-8.16,44.64,76.15,-0.65,-0.76
R00138,C0138,Original,Index_Observation,8,0,Holstein_Friesian,2.2,1,1,37,1,1,38.17,38.31,69.0,454.3,20.97,80.8,35.62,6.5,4.76,117,21.4,0.0,3.88,3.04,5.16,12.75,25.9,84.4,76.8,2,1,3,0.0,0.05,46.82,1.56,1.19,-1.81,0.54,-17.85,-21.73,35.48,91.41,0.49,0.29
R00139,C0139,Original,Index_Observation,24,0,Sahiwal,4.6,4,4,217,0,1,39.23,40.34,46.0,516.6,12.18,64.9,37.76,7.01,6.84,389,7.7,1.0,4.25,3.62,4.98,13.5,36.1,85.9,94.0,1,4,2,1.0,-33.97,-210.52,-0.19,-0.42,-0.36,-1.44,-9.73,-13.4,-19.48,41.79,0.1,-0.12
R00140,C0140,Original,Index_Observation,11,0,Crossbred,2.6,1,1,43,0,0,38.2,38.71,69.6,449.6,17.61,85.2,35.4,6.71,4.88,136,22.4,0.0,3.82,3.43,4.55,12.59,19.4,50.9,64.5,1,1,2,0.0,-26.7,18.6,0.27,-0.06,-1.58,-0.82,-14.6,-8.42,11.71,-25.46,0.3,0.21
R00141,C0141,Original,Index_Observation,19,0,Holstein_Friesian,3.1,2,2,55,0,1,38.45,39.01,43.4,402.0,24.71,76.3,35.46,6.55,4.85,141,19.2,0.0,4.25,2.96,5.02,12.92,21.8,67.5,68.8,1,2,2,0.0,0.08,-55.99,-0.69,-1.24,-2.12,1.84,-15.34,-15.97,-5.19,-5.13,0.12,-0.37
R00142,C0142,Original,Index_Observation,17,0,Holstein_Friesian,5.2,3,3,58,0,1,38.71,39.16,56.8,476.4,22.7,66.4,35.48,6.63,4.57,179,17.7,0.0,4.08,3.15,4.6,12.54,27.2,56.4,75.5,4,2,2,0.0,44.02,-29.66,-0.1,-0.08,0.98,2.0,-13.22,-14.03,24.48,-42.89,0.08,-0.23
R00143,C0143,Original,Index_Observation,8,0,Gir,5.5,5,5,270,0,0,38.27,38.48,75.4,444.5,14.07,85.8,35.86,6.65,4.25,94,18.2,0.0,2.91,3.31,4.69,11.61,26.1,60.6,74.4,3,1,2,0.0,-3.06,27.17,0.44,0.32,-0.7,-3.18,8.66,13.47,-20.6,56.71,0.22,0.36
R00144,C0144,Original,Index_Observation,3,0,Holstein_Friesian,3.4,2,2,300,0,1,39.02,39.42,73.6,481.7,20.3,77.4,35.53,6.64,4.64,89,20.0,0.0,3.95,3.08,5.03,12.63,24.5,74.3,73.6,4,5,2,0.0,,,,,,,,,,,,
R00145,C0145,Original,Index_Observation,3,0,Holstein_Friesian,6.3,4,4,15,0,1,38.81,39.22,77.3,455.7,18.23,60.1,37.96,7.15,6.74,662,10.8,1.0,3.93,3.13,4.31,12.23,28.7,60.0,78.0,2,2,2,1.0,,,,,,,,,,,,
R00146,C0146,Original,Index_Observation,1,0,Crossbred,6.6,5,5,7,1,1,38.92,39.86,47.0,439.2,15.69,88.3,37.81,7.29,6.63,470,11.1,1.0,3.94,3.22,4.77,12.71,25.3,67.9,74.0,2,3,3,1.0,,,,,,,,,,,,
R00147,C0147,Original,Index_Observation,27,0,Crossbred,7.1,5,5,199,1,1,38.43,38.75,62.9,488.2,17.9,75.5,35.54,6.76,4.38,87,18.5,0.0,3.5,3.45,4.66,12.26,26.1,79.4,76.7,2,3,3,0.0,-19.41,-11.45,0.98,0.57,4.07,1.36,-17.22,-17.15,-20.59,-40.92,-0.33,0.05
R00148,C0148,Original,Index_Observation,5,0,Holstein_Friesian,5.5,4,4,188,0,1,39.05,39.06,63.7,387.1,21.74,81.9,38.8,7.1,6.24,735,9.8,1.0,3.29,3.57,4.55,12.14,29.4,87.7,83.2,2,2,2,1.0,-24.58,,0.6,,-0.87,,-12.7,,40.02,,0.27,
R00149,C0149,Original,Index_Observation,10,0,Holstein_Friesian,7.0,6,6,57,0,1,39.05,38.81,77.7,492.7,23.13,86.2,35.96,6.71,4.4,152,11.7,0.0,3.13,3.08,4.98,12.01,24.5,69.3,73.1,2,3,2,0.0,36.79,36.81,-0.37,-0.14,2.25,-1.18,5.08,2.15,-11.03,-13.09,0.95,1.58
R00150,C0150,Original,Index_Observation,7,0,Crossbred,2.0,1,1,54,0,0,38.48,38.22,77.7,431.2,12.52,96.4,35.67,6.78,4.46,194,19.5,0.0,4.24,3.35,4.63,12.94,27.4,66.8,77.1,3,4,2,0.0,62.12,,0.27,,-0.16,,-1.6,,-40.47,,-0.28,
R00151,C0151,Original,Index_Observation,26,0,Sahiwal,3.9,3,3,225,0,0,39.1,39.73,87.9,575.8,14.87,94.9,36.0,6.69,4.57,147,25.2,0.0,3.55,3.24,4.73,12.39,24.6,48.4,71.1,3,3,3,0.0,-21.56,11.44,-0.06,-0.4,3.1,2.62,15.8,21.84,2.33,6.11,-0.05,0.02
